RECIP_ADDRESS_COUNTY,RECIP_ID,First Dose Given,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19129,10641,690,4848,255
19155,67632,4696,30497,1955
19137,7861,363,3502,494
19153,453471,34482,203950,11105
19071,4718,209,2167,175
19085,10181,531,4669,315
19163,130422,8800,58535,4563
19057,27831,1722,12681,751
19125,23938,1273,10320,2025
19033,38315,2044,17435,1406
19079,13525,571,6162,631
19049,86683,6130,39239,2108
19087,14531,646,6275,1340
19193,73769,4129,32744,4158
19047,11962,488,5115,1244
19013,111881,6204,50408,4850
19041,12698,591,5893,323
19185,3974,243,1787,156
19045,34616,1798,15802,1215
19017,22223,1075,10094,958
19015,24782,1422,11365,635
19091,7074,263,3238,334
19067,12213,508,5637,430
19103,163954,9356,75135,4295
19113,216801,13547,97902,7485
19099,30400,1876,13615,1303
19077,9327,547,4244,293
19157,16228,708,7564,396
19161,7694,216,3593,292
19027,18558,713,8453,938
19149,17968,797,7603,1966
19169,92245,6264,41774,2420
19139,34104,1857,14355,3532
19021,15152,734,5868,2683
19175,9271,492,4278,222
19191,18756,707,8617,817
19061,96075,3766,45388,1535
19009,4997,186,2339,133
19101,12661,798,5609,645
19095,14900,687,6807,602
19083,13661,497,6163,837
19107,6963,278,3210,265
19121,12896,673,5969,281
19195,5634,201,2637,157
19065,16106,662,7468,506
19025,8715,288,4074,277
19181,43861,2839,19959,1118
19197,10179,482,4418,860
19019,16589,739,7653,545
19141,10462,375,4815,458
19059,15694,597,7436,225
19127,33931,2417,14612,2294
19097,15764,521,7460,326
19173,4378,161,2081,55
19081,7718,262,3522,412
19105,18095,762,8204,898
19167,20706,767,9199,1541
19171,14688,699,6618,751
19089,6749,240,3047,415
19165,10393,307,4947,191
19135,5190,252,2327,284
19069,7854,309,3613,321
19187,29683,1471,13576,1078
19055,13250,499,5986,778
19043,13011,339,6071,527
19035,9143,312,4249,332
19183,18353,979,8380,612
19117,5567,275,2470,352
19007,8414,460,3789,376
19145,11800,602,5384,420
19011,21518,969,9868,808
19031,16478,770,7552,606
19133,6859,303,3189,177
19177,4219,165,1943,169
19131,7847,223,3734,154
19005,10171,423,4777,196
19023,12807,430,6006,368
19111,22818,1098,10227,1270
19093,4733,157,2101,374
19123,13417,600,6056,703
19147,6904,245,3231,197
19189,8013,320,3575,541
19001,5210,302,2312,282
19003,2898,153,1350,45
19115,7391,307,3058,969
19179,22831,1202,9810,2010
19037,9384,304,4228,624
19143,4109,114,1908,180
19029,11302,533,5236,301
19051,4857,250,2236,134
19151,5218,212,2408,190
19039,6747,381,2851,663
19075,11380,466,5255,403
19119,6583,153,3141,149
19053,4590,252,2059,219
19073,7331,467,3198,468
19109,11918,547,5433,505
19063,7183,437,3234,277
19159,3921,145,1870,36
,85,6,37,6
