County,Total Tests,Total Positive Tests,Total Recovered,Total Deaths,Underlying Cause Deaths,Contributing Factor Deaths
Polk,646419,61801,51653,590,525,65
Linn,272325,21269,19170,328,293,35
Black Hawk,202194,16744,14681,306,283,23
Johnson,197405,14459,13092,80,75,5
Scott,195234,19615,17060,232,212,20
Dubuque,177497,14031,12245,202,188,14
Story,153582,10845,9598,47,41,6
Woodbury,137185,15875,13675,219,201,18
Dallas,120633,12007,10163,96,84,12
Pottawattamie,112245,11474,9767,156,138,18
Marshall,77824,5106,4591,74,66,8
Cerro Gordo,72121,5508,4929,85,71,14
Warren,71389,5890,5086,85,75,10
Webster,65566,5322,4871,90,76,14
Clinton,58848,5697,4952,89,77,12
Des Moines,52959,4699,4237,64,53,11
Lee,51180,3887,3578,55,42,13
Muscatine,51171,4792,4183,96,87,9
Jasper,48677,4368,3837,69,64,5
Wapello,44499,4586,3958,119,115,4
Buena Vista,42822,4834,4092,40,36,4
Boone,41852,2715,2422,31,29,2
Sioux,41710,5145,4738,72,69,3
Poweshiek,40185,1588,1455,33,30,3
Marion,39663,3717,3366,75,64,11
Washington,38522,2622,2356,49,45,4
Bremer,36855,2899,2648,59,50,9
Winneshiek,36217,1979,1805,33,28,5
Plymouth,35991,4177,3618,79,71,8
Benton,35177,2639,2363,55,44,11
Henry,34314,2980,2763,37,36,1
Carroll,34261,2949,2627,50,43,7
Fayette,33445,1899,1758,41,36,5
Hardin,32527,1892,1668,40,33,7
Tama,30988,2178,1962,68,65,3
Mahaska,29023,2305,2103,49,44,5
Buchanan,28981,1957,1746,31,26,5
Cedar,28846,1889,1709,23,21,2
Butler,28050,1702,1555,33,29,4
Clay,28033,2143,1823,25,20,5
Iowa,27986,1501,1385,24,22,2
Crawford,26146,2838,2510,38,33,5
Delaware,25940,2012,1821,39,35,4
Dickinson,24848,2496,2004,43,37,6
Kossuth,24554,2204,1934,60,53,7
O'Brien,24442,2078,1784,59,54,5
Jones,24409,3015,2798,55,51,4
Jackson,24277,2279,2065,42,39,3
Floyd,24023,1694,1443,42,32,10
Clayton,23444,1715,1556,55,46,9
Hamilton,22341,1949,1695,49,45,4
Mills,20384,1715,1473,20,17,3
Allamakee,20146,1539,1404,51,41,10
Harrison,20131,1851,1604,73,69,4
Page,20104,1924,1791,20,18,2
Hancock,19943,1513,1346,34,27,7
Wright,19885,1840,1716,35,28,7
Cherokee,19809,1648,1421,38,30,8
Cass,19756,1405,1247,54,48,6
Jefferson,19364,1418,1263,35,29,6
Madison,19333,1647,1443,19,15,4
Sac,18716,1323,1177,19,19,0
Franklin,18612,1218,1073,21,19,2
Grundy,18381,1417,1293,32,27,5
Calhoun,17431,1377,1286,11,11,0
Palo Alto,17316,1131,996,22,20,2
Guthrie,17266,1236,1080,28,23,5
Monona,17248,855,741,30,28,2
Mitchell,16885,1357,1179,41,38,3
Appanoose,16849,1425,1187,47,43,4
Chickasaw,16522,1278,1191,15,13,2
Winnebago,16511,1440,1275,31,26,5
Louisa,16331,1316,1186,48,41,7
Union,16235,1309,1169,32,26,6
Howard,15992,1064,976,22,18,4
Shelby,15910,1301,1138,35,32,3
Emmet,15886,1322,1111,40,38,2
Keokuk,14788,1008,899,30,30,0
Lyon,14728,1522,1420,41,37,4
Humboldt,14711,1224,1114,26,23,3
Greene,14102,803,722,10,10,0
Montgomery,13508,1061,933,37,35,2
Clarke,12653,1037,930,23,22,1
Pocahontas,12219,875,792,21,21,0
Worth,12025,722,663,8,7,1
Adair,11796,960,787,32,22,10
Ida,11761,988,783,33,31,2
Pending Investigation,11650,1046,935,0,0,0
Audubon,11359,506,463,9,8,1
Davis,10466,860,742,24,23,1
Decatur,9973,598,570,9,9,0
Ringgold,9191,549,492,22,18,4
Monroe,9190,960,873,28,21,7
Lucas,8823,775,702,22,18,4
Taylor,8056,668,631,12,10,2
Osceola,8016,748,669,16,13,3
Van Buren,7964,576,522,18,15,3
Fremont,6895,620,548,10,8,2
Wayne,6345,553,451,23,18,5
Adams,5193,329,316,4,4,0
