RECIP_ADDRESS_COUNTY,* Percent Vaccinated by Resident County,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19153,0.49847703101633958,231646,12688
19161,0.41878407571237527,3737,334
19027,0.4952144805355815,8991,995
19013,0.4634224403328558,55492,5322
19017,0.4760593727555662,10900,1031
19019,0.4179456906729634,8230,620
19195,0.40441674569841487,2807,178
19033,0.4864075382803298,18998,1650
19081,0.3955785512699906,3751,454
19169,0.5029603467981919,46161,2685
19139,0.46188824301518846,15831,3875
19165,0.4719748559455212,5189,217
19009,0.4834425036390102,2508,149
19191,0.5042269021059477,9207,873
19103,0.5757708085219002,82295,4727
19065,0.430941475826972,7909,559
19061,0.5154401866181624,48451,1707
19147,0.4056943506639658,3387,218
19183,0.44557250170726156,9100,687
19193,0.38875149116936777,35605,4478
19003,0.42198778456413107,1462,58
19173,0.36922071556935145,2188,72
19041,0.4175824175824176,6304,384
19125,0.4044747842299943,11331,2119
19123,0.33256392849060875,6565,783
19157,0.46492650237786428,8155,448
19099,0.4499932768589485,15175,1558
19073,0.45634563456345636,3550,506
19113,0.5185173749261157,109327,8224
19171,0.4725881096475614,7124,841
19109,0.4303652197394181,5827,548
19187,0.44343248663101605,14574,1347
19011,0.4504971729381946,10664,889
19045,0.4046608800534149,17378,1410
19067,0.41586753612070068,5997,508
19189,0.42331466100057948,3809,574
19131,0.3896655960702815,3928,197
19029,0.46447491430352136,5611,351
19135,0.36680939405735049,2513,314
19049,0.5016532374562615,44557,2324
19127,0.4857629099037314,16564,2560
19063,0.4038879235447437,3408,311
19159,0.41561095218635066,1995,39
19115,0.39202537381060267,3302,1024
19163,0.4101466957321198,65771,5161
19149,0.4084283274417127,8209,2074
19059,0.46679800672152046,7796,260
19093,0.38279883381924198,2229,397
19015,0.5081954715255013,12607,725
19141,0.407620155602414,5093,513
19075,0.4910071942446043,5540,466
19091,0.39516635279347148,3425,352
19151,0.4206073424988669,2574,210
19055,0.42413732290870617,6385,830
19101,0.37780814430172179,6207,705
19005,0.38306422152407396,5026,217
19181,0.4552714413399137,22140,1291
19025,0.4741414977244518,4253,331
19083,0.44230084293007246,6541,910
19069,0.41767626613704075,3842,364
19023,0.46852275088302516,6342,423
19133,0.41984910040626818,3396,221
19085,0.37860345932094816,4969,350
19137,0.4313804577997378,3754,524
19111,0.3750779926909707,11120,1504
19197,0.45430663907021176,4807,900
19179,0.37355943835969,10747,2316
19121,0.41724813318643658,6496,321
19143,0.37193689157435386,2009,207
19051,0.2857777777777778,2417,155
19047,0.40677764565992866,5537,1305
19145,0.4125239954987754,5700,532
19043,0.39170323095333067,6306,568
19057,0.37975723047707035,13925,873
19007,0.3645581844519556,4117,413
19107,0.3628733164161624,3425,293
19077,0.46636729347927777,4655,330
19129,0.3834138592891654,5518,275
19021,0.4762487257900102,6376,2968
19087,0.4132003608299088,6701,1544
19079,0.4951600893521966,6650,665
19035,0.42696929238985317,4441,356
19001,0.4008668903803132,2550,317
19037,0.42814045085058247,4435,674
19095,0.49635442412259025,7352,681
19167,0.3274709510830584,9773,1641
19089,0.40008735531775499,3209,455
19119,0.29008932369204595,3240,170
19185,0.32976245924545879,1959,165
19039,0.4102182011708356,3154,700
19097,0.4242502186326457,7875,372
19155,0.39280733000021458,34506,2106
19117,0.3577906976744186,2694,383
19031,0.47543887904654538,8197,659
19175,0.3992320888816273,4631,256
19071,0.3630747126436782,2329,198
19053,0.31003811944091488,2214,226
19177,0.3192788188529245,2052,197
19105,0.4759441032832068,8831,1012
,,38,6
