County,Two-Dose Series Initiated,Two-Dose Series Completed,Single-Dose Series Completed,Total Doses Administered
Polk,56614,91569,1277,242419
Linn,26482,49082,3726,127327
Scott,19621,34212,1532,90500
Johnson,17737,43325,1127,105996
Black Hawk,16374,30718,2903,80956
Dubuque,15258,27184,321,69912
Pottawattamie,12733,19857,3859,57147
Story,10997,18850,410,48984
Dallas,10309,12934,1057,36643
Woodbury,9058,21807,1856,54079
Cerro Gordo,6934,12064,1019,31965
Webster,6404,6977,499,20847
Clinton,5906,5851,534,18130
Des Moines,4553,9258,299,23199
Warren,4523,7071,103,18481
Cass,4494,3780,0,12070
Fayette,4271,4070,200,12586
Muscatine,4142,4846,2076,15917
Marion,3917,5091,2982,17063
Lee,3697,5571,279,15285
Marshall,3627,4580,1785,14532
Bremer,3411,6246,110,15974
Carroll,3300,4183,600,12280
Boone,3210,4750,97,12758
Jasper,3186,6183,101,15405
Wapello,3139,5632,0,14403
Jefferson,2953,2580,95,8208
Winneshiek,2807,3006,1,8819
Sioux,2707,5025,1340,14093
Henry,2445,2724,104,8009
Clay,2416,4682,0,11706
Poweshiek,2346,3457,0,9176
Dickinson,2292,3601,0,9470
Hamilton,2249,2957,0,8174
Clarke,2193,1094,1107,5468
Mitchell,2142,1735,0,5612
Page,2120,3100,100,8412
Kossuth,2112,2810,0,7726
Mahaska,2104,3120,0,8334
Washington,2100,2764,1,7626
Emmet,2099,1559,1,5249
Madison,2088,2771,0,7636
Clayton,2059,3302,0,8653
Allamakee,2044,2940,0,7923
Benton,1945,3506,0,8960
Humboldt,1935,1450,0,4848
Plymouth,1932,3981,2528,12422
Greene,1924,1484,100,4996
Crawford,1916,2703,1267,8575
Hardin,1908,2706,389,7692
Tama,1899,3430,650,9323
Buchanan,1866,3035,50,7973
Appanoose,1844,1861,0,5550
Mills,1806,2393,0,6588
Cedar,1785,3041,0,7859
Shelby,1756,2609,33,7007
Floyd,1676,2930,251,7769
Wright,1579,2163,1320,7203
Decatur,1555,981,0,3488
Union,1503,1977,0,5453
Grundy,1497,2146,0,5791
Franklin,1487,1579,0,4639
Calhoun,1454,2089,0,5627
Buena Vista,1451,3327,2444,10619
Jackson,1445,4484,0,10405
O'Brien,1429,2758,0,6955
Guthrie,1403,1831,0,5052
Cherokee,1341,2356,80,6131
Winnebago,1324,1616,0,4547
Jones,1310,2597,0,6549
Delaware,1276,2194,100,5761
Lucas,1253,1330,96,4003
Wayne,1160,1458,0,4078
Davis,1149,1546,1477,5708
Palo Alto,1077,1724,0,4534
Louisa,1000,1695,1389,5765
Harrison,982,1766,0,4515
Monroe,953,1515,99,4075
Iowa,950,2773,0,6491
Sac,945,1941,0,4830
Lyon,912,1509,0,3926
Adair,866,965,0,2780
Adams,847,813,0,2469
Butler,829,2356,0,5544
Montgomery,781,1562,99,4000
Chickasaw,780,1511,0,3798
Taylor,748,1255,0,3256
Hancock,727,1674,0,4072
Ringgold,696,1078,0,2840
Audubon,619,1106,0,2831
Pocahontas,511,908,100,2426
Howard,488,1051,0,2587
Monona,468,1136,2,2733
Van Buren,449,705,0,1858
Fremont,440,943,0,2327
Osceola,434,833,0,2101
Worth,429,943,0,2311
Keokuk,418,874,0,2166
Ida,411,1004,0,2421
Out of State,293,4255,0,8378
