RECIP_ADDRESS_COUNTY,RECIP_ID,First Dose Given,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19163,139647,5535,64518,5076
19175,9752,323,4589,251
19085,10607,376,4940,351
19169,97638,3753,45619,2647
19189,8363,232,3781,569
19167,21565,508,9715,1627
19123,14196,455,6487,767
19031,17363,464,8121,657
19153,489051,22271,227168,12444
19061,100007,2130,48096,1685
19049,92846,3574,43493,2286
19083,14201,299,6502,898
19027,19253,438,8911,993
19055,13840,314,6350,826
19179,24339,793,10628,2290
19127,36490,1382,16326,2456
19161,7925,136,3728,333
19013,118599,4073,54637,5252
19017,23284,721,10769,1025
19019,17380,507,8135,603
19195,5886,123,2795,173
19033,40567,1248,18854,1611
19081,8018,150,3712,444
19139,36272,1263,15616,3777
19053,4764,133,2204,223
19165,10736,212,5153,218
19009,5212,86,2489,148
19191,19591,478,9127,859
19103,172471,5268,81287,4629
19155,72921,3206,33817,2081
19181,46627,1708,21833,1253
19075,11816,311,5522,461
19065,16754,462,7869,554
19147,7144,185,3370,219
19099,32596,1036,15006,1548
19183,19278,569,9015,679
19193,78103,3169,35243,4448
19003,3033,87,1445,56
19173,4516,108,2169,70
19041,13242,340,6264,374
19095,15679,443,7287,662
19125,25258,773,11191,2103
19157,17063,510,8056,441
19073,7765,248,3506,505
19113,231042,7334,107808,8092
19079,14199,344,6597,661
19171,15391,489,7059,784
19109,12396,387,5737,535
19187,31209,1009,14443,1314
19089,6984,185,3181,437
19015,26404,839,12426,713
19011,22608,638,10547,876
19117,5883,141,2682,378
19045,36772,1285,17055,1377
19149,18834,519,8130,2055
19067,12752,363,5953,483
19131,8147,163,3898,188
19029,11786,288,5574,350
19135,5452,144,2500,308
19063,7446,352,3392,310
19159,4076,78,1980,38
19115,7759,224,3261,1013
19059,16190,446,7743,258
19093,4943,135,2206,396
19141,10868,239,5062,505
19091,7308,182,3389,348
19151,5404,164,2516,208
19101,13459,548,6106,699
19005,10530,316,4999,216
19025,8976,190,4228,330
19069,8217,211,3822,362
19023,13329,337,6289,414
19133,7135,143,3388,216
19137,8216,284,3706,520
19111,24132,806,10919,1488
19197,10681,244,4772,893
19121,13555,373,6435,312
19143,4282,84,1999,200
19051,5050,175,2361,153
19047,12584,334,5475,1300
19145,12234,455,5638,503
19043,13341,236,6273,559
19097,16355,332,7830,363
19107,7265,164,3406,289
19057,29512,1269,13696,851
19185,4118,177,1888,165
19039,7152,263,3098,693
19087,15262,471,6630,1531
19035,9427,217,4428,354
19077,9820,330,4583,324
19021,16126,593,6297,2939
19105,18915,408,8752,1003
19007,8840,272,4080,408
19037,9730,230,4414,672
19129,11594,405,5458,273
19119,6740,112,3233,162
19071,4959,124,2319,197
19001,5547,163,2534,316
19177,4378,118,2033,194
,89,5,39,6
